Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Military Tenure,Avg Commute Time,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Shavon Hartford,Asian,female,2.0,USA,34.0,94720,5,3.29,0.58,10.5,4.46,0.0,58.0,-3.45,0.58,-2.51,-2.92,Quantitative,Very Good,Good,0.0,0.0,0.0
Harold Wells,Caucasian,male,0.0,USA,30.0,94603,5,2.39,0.22,7.5,2.6,0.0,40.0,0.58,1.49,-1.03,-0.44,Engineering,None,Good,0.0,0.0,0.0
Mark Mack,Other,male,2.0,USA,26.0,94549,5,3.54,0.68,2.5,3.13,3.0,53.0,1.42,2.51,2.54,1.21,Quantitative,Ok,Good,0.0,0.0,0.0
John Halfmann,Asian,male,1.0,China,25.0,95002,5,3.2,0.32,3.0,3.15,0.0,14.0,1.55,0.77,-2.86,-2.14,Quantitative,Very Good,Good,1.0,0.0,0.0
Michael Mayers,Caucasian,male,1.0,USA,32.0,94588,5,2.91,0.54,8.0,3.7,3.5,36.0,2.51,4.1,4.06,4.01,Humanities,Ok,Good,1.0,0.0,0.0
Dinah Meriwether,Caucasian,female,1.0,USA,31.0,94544,5,3.22,0.62,7.0,4.08,0.0,31.0,-0.83,1.53,-1.47,-1.31,Engineering,Ok,Good,1.0,0.0,0.0
Emily Haynes,Hispanic,female,2.0,Mexico,30.0,94040,5,2.91,0.48,8.0,2.11,0.0,3.0,1.87,1.68,-0.93,-0.21,Quantitative,Very Good,Good,0.0,0.0,0.0
Rhonda Mumford,Caucasian,female,2.0,USA,24.0,94089,5,3.62,0.52,4.0,3.53,0.0,11.0,3.43,1.1,-1.12,-0.19,Quantitative,Ok,Good,1.0,0.0,0.0
Elizabeth Lambert,Caucasian,female,2.0,USA,27.0,94040,5,3.19,0.52,4.5,3.7,0.0,3.0,-1.01,1.22,-0.85,-0.69,Engineering,Ok,Good,0.0,0.0,0.0
Amanda Atchley,African-American,female,1.0,USA,25.0,94030,5,3.35,0.04,4.0,1.16,0.5,34.0,-2.39,2.7,0.55,0.06,Sciences,Very Good,Good,0.0,0.0,1.0
Troy Koval,African-American,male,1.0,USA,28.0,94592,5,3.16,0.4,5.5,2.97,0.0,78.0,-0.66,2.35,2.24,1.48,Engineering,None,Good,0.0,0.0,0.0
Deborah Clark,Caucasian,female,1.0,USA,33.0,94564,5,3.42,0.68,8.0,4.23,0.0,62.0,-0.54,2.04,-0.24,-0.54,Engineering,Ok,Good,1.0,0.0,0.0
Harold Collins,Hispanic,male,2.0,Mexico,28.0,94605,5,3.22,0.44,5.5,3.47,0.0,42.0,-0.27,0.0,-3.6,-3.8,Engineering,Ok,Good,1.0,0.0,0.0
William Hissem,Asian,male,2.0,USA,30.0,94040,5,3.49,0.84,8.0,5.0,0.0,2.0,3.02,3.09,-0.61,-0.8,Humanities,Very Good,Good,1.0,0.0,0.0
Barbara Newmark,Caucasian,female,0.0,USA,32.0,94040,5,2.56,0.54,8.0,3.63,0.0,2.0,0.09,2.98,1.46,2.19,Engineering,Very Good,Good,1.0,0.0,0.0
Anne White,Caucasian,female,2.0,Canada,34.0,94070,5,3.15,0.5,12.0,4.2799999999999985,0.0,27.0,-4.67,3.61,1.59,1.7,Quantitative,Ok,Good,0.0,0.0,0.0
Lawrence Breen,Caucasian,male,2.0,USA,31.0,94025,5,3.25,0.54,6.0,4.06,3.0,20.0,2.86,2.67,-0.14,0.38,Engineering,Very Good,Good,1.0,0.0,0.0
Stephen Henriques,Caucasian,male,2.0,USA,29.0,94556,5,3.55,0.22,4.5,2.89,1.0,65.0,-1.76,2.13,1.15,0.89,Quantitative,None,Good,0.0,0.0,0.0
Audrey Duprey,Other,female,2.0,USA,33.0,94070,5,4.06,0.74,10.0,3.83,2.0,27.0,-0.59,1.86,1.04,-0.0,Engineering,Very Good,Good,1.0,0.0,0.0
Donald Hayes,African-American,male,2.0,USA,35.0,94087,5,3.18,0.5,8.0,3.67,0.0,12.0,-0.28,2.31,-0.8,0.31,Engineering,Ok,Good,1.0,0.0,0.0
Robert Buenrostro,Hispanic,male,0.0,USA,30.0,94040,5,2.92,0.2,7.5,3.71,0.0,2.0,-0.37,1.87,-0.51,-0.12,Engineering,Very Good,Good,1.0,0.0,0.0
Gordon Guerra,Asian,male,1.0,USA,32.0,94544,5,2.13,0.54,5.5,2.87,0.0,31.0,-0.96,3.47,3.14,2.42,Humanities,None,Good,0.0,0.0,0.0
Robert Best,African-American,male,0.0,USA,31.0,94578,5,2.67,0.32,6.0,2.91,1.5,39.0,-0.85,1.07,-1.52,-2.34,Quantitative,Very Good,Bad,0.0,0.0,0.0
Brett Livoti,Caucasian,male,2.0,USA,28.0,94591,5,2.97,0.32,5.0,3.66,0.0,74.0,-3.69,1.84,0.18,0.54,Engineering,Ok,Good,1.0,0.0,0.0
Ann Steakley,Caucasian,female,2.0,USA,25.0,94603,5,3.49,0.62,4.0,3.65,0.0,40.0,5.07,1.89,0.7,0.09,Engineering,Very Good,Good,1.0,0.0,0.0
Lucio Carter,Hispanic,male,1.0,USA,32.0,94131,5,3.1,0.44,8.0,4.04,0.0,44.0,0.96,0.96,-2.27,-1.85,Quantitative,Very Good,Good,1.0,0.0,0.0
Sarah Gore,Caucasian,female,0.0,USA,26.0,94544,5,3.62,0.2,2.5,2.25,0.0,31.0,0.74,0.5,-1.85,-1.41,Quantitative,Very Good,Bad,0.0,0.0,0.0
David James,Caucasian,male,0.0,USA,36.0,94027,5,3.23,0.58,9.0,3.65,4.5,24.0,4.44,1.84,0.2,-0.31,Humanities,Very Good,Good,0.0,0.0,0.0
Timothy Schulist,Caucasian,male,0.0,USA,29.0,94502,5,2.62,0.18,4.0,2.34,0.0,49.0,2.73,3.56,2.45,1.61,Engineering,Very Good,Good,1.0,0.0,0.0
Harry Whittaker,African-American,male,2.0,USA,23.0,94595,5,3.29,0.5,3.0,2.82,0.0,56.0,0.06000000000000005,4.09,2.19,1.82,Quantitative,None,Good,0.0,0.0,0.0
James Ruiz,Caucasian,male,2.0,Australia,29.0,94560,5,3.48,0.18,8.0,3.64,0.0,29.0,-0.42,3.05,1.16,2.28,Engineering,Ok,Good,1.0,0.0,0.0
Joseph Freyer,African-American,male,2.0,USA,31.0,94014,5,3.65,0.32,8.0,3.86,0.0,43.0,1.6800000000000002,0.4,-3.21,-3.96,Engineering,Very Good,Good,1.0,0.0,0.0
James Lemay,Caucasian,male,1.0,USA,29.0,94509,5,2.55,0.62,3.0,3.22,0.0,71.0,-4.72,1.95,-2.21,-1.47,Quantitative,Ok,Good,1.0,0.0,0.0
Sarah Padgett,Caucasian,female,2.0,Australia,27.0,94043,5,3.61,0.32,5.5,3.15,0.0,6.0,0.58,0.51,-4.22,-4.27,Quantitative,Ok,Good,1.0,0.0,0.0
Russell Valentine,Hispanic,male,2.0,USA,32.0,94598,5,3.58,0.52,8.5,3.9,0.0,67.0,-0.78,1.84,-1.37,-1.43,Quantitative,Very Good,Good,1.0,0.0,0.0
Stephen Daigle,African-American,male,1.0,USA,29.0,94556,5,2.71,0.16,9.0,3.1,0.0,65.0,1.48,1.77,0.44,0.77,Engineering,Ok,Bad,1.0,0.0,0.0
Earl Lapointe,Caucasian,male,2.0,USA,29.0,94040,5,2.38,0.36,5.5,3.12,2.0,1.0,1.32,1.86,-0.04,-1.64,Engineering,Ok,Good,1.0,0.0,0.0
Thomas Mchargue,African-American,male,2.0,USA,28.0,94030,5,3.02,0.34,6.0,3.02,0.0,34.0,-1.19,4.0,1.61,2.0,Quantitative,Very Good,Good,0.0,0.0,0.0
Ruth Graham,Hispanic,female,0.0,USA,33.0,94566,5,2.71,0.38,7.0,1.35,0.0,35.0,-0.73,2.16,1.42,1.27,Engineering,Ok,Good,0.0,0.0,0.0
Erin Schmidt,Other,female,2.0,USA,30.0,94560,5,2.22,0.54,5.0,1.7599999999999998,0.0,29.0,0.21,1.04,-1.96,-2.56,Quantitative,Ok,Good,0.0,0.0,0.0
Mathew Hansen,Hispanic,male,1.0,Australia,25.0,94014,5,2.58,0.24,5.0,2.81,1.0,43.0,-1.48,2.06,-0.92,-0.74,Engineering,None,Good,0.0,0.0,0.0
Walter Anderson,Caucasian,male,1.0,USA,33.0,94720,5,3.53,0.54,9.0,4.63,0.0,58.0,-0.92,0.2,-3.55,-2.9,Engineering,Very Good,Good,0.0,0.0,0.0
Jessie Scott,Caucasian,male,0.0,Canada,29.0,94611,5,2.55,0.36,8.0,2.91,0.0,52.0,1.32,0.6,-3.11,-2.99,Engineering,Ok,Good,0.0,0.0,0.0
Robert Colon,Hispanic,male,1.0,USA,32.0,94618,5,2.76,0.08,10.0,3.87,0.0,51.0,-0.91,2.16,0.39,-0.02,Sciences,Very Good,Good,0.0,0.0,0.0
Michael Barron,Caucasian,male,0.0,USA,34.0,94544,5,2.9,0.32,7.0,2.99,4.0,32.0,3.12,2.18,1.89,1.83,Humanities,Ok,Good,0.0,0.0,0.0
Carol Fortenberry,Other,female,2.0,USA,27.0,94027,5,2.9,0.3,7.0,2.34,0.0,24.0,-0.48,1.3,-1.04,-0.02,Engineering,Very Good,Good,1.0,0.0,0.0
Minnie Mann,Caucasian,female,0.0,USA,31.0,94587,5,2.59,0.14,5.0,1.79,3.0,30.0,1.81,1.26,-0.84,-1.34,Quantitative,None,Good,0.0,0.0,0.0
Jack Woodson,Asian,male,2.0,USA,32.0,94025,5,3.07,0.4,6.5,3.52,0.0,20.0,0.5,3.05,1.23,0.27,Quantitative,Very Good,Good,1.0,0.0,0.0
Perry Ugalde,Caucasian,male,1.0,USA,27.0,94605,5,2.69,0.5,6.0,3.48,0.0,42.0,1.43,0.86,-3.37,-3.58,Quantitative,Ok,Good,1.0,0.0,0.0
Vincent Bunting,African-American,male,2.0,USA,29.0,94544,5,3.21,0.64,7.5,4.24,0.0,32.0,0.18000000000000005,2.47,1.43,0.8,Engineering,Very Good,Good,1.0,1.0,0.0
Mark Unnasch,Caucasian,male,1.0,USA,35.0,94089,5,2.76,0.2,8.5,3.21,4.0,11.0,2.86,2.2,0.27,0.54,Quantitative,Ok,Good,1.0,0.0,0.0
Katrina Ioele,African-American,female,2.0,USA,32.0,94560,5,3.35,0.58,4.5,3.0700000000000003,0.0,29.0,-0.33,2.01,-0.1,-0.48,Engineering,Ok,Good,1.0,0.0,0.0
Kenneth Jankowiak,African-American,male,1.0,USA,24.0,94523,5,3.6,0.44,3.0,3.51,0.5,55.0,-2.25,1.89,-0.84,0.0,Engineering,Ok,Good,1.0,0.0,0.0
Francesca Fabela,African-American,female,1.0,Canada,26.0,94586,5,2.96,0.4,4.5,0.94,0.0,38.0,-0.23,2.03,0.18,-0.34,Engineering,None,Good,0.0,1.0,0.0
Louis Zarrella,African-American,male,1.0,USA,31.0,94038,5,2.3,0.8,5.0,3.84,1.5,57.0,-0.94,0.9,-2.41,-2.63,Engineering,None,Good,1.0,0.0,0.0
Lenora Comeau,Caucasian,female,0.0,USA,30.0,94043,5,2.9,0.78,5.5,4.27,0.0,5.0,-1.13,1.43,-0.46,-0.24,Engineering,Ok,Good,0.0,0.0,0.0
Alison Raschke,Asian,female,1.0,USA,27.0,94578,5,2.86,0.22,5.0,2.33,0.0,39.0,-0.2,1.84,0.76,1.94,Engineering,Ok,Bad,0.0,0.0,0.0
Betsy Holloman,Caucasian,female,2.0,USA,27.0,94040,5,3.27,0.52,2.0,2.68,0.0,1.0,2.76,3.03,1.79,1.18,Engineering,Ok,Good,0.0,0.0,0.0
Johnathan Quick,African-American,male,2.0,USA,26.0,94402,5,3.05,0.26,4.0,3.23,0.0,28.0,0.5900000000000001,2.46,2.42,2.62,Quantitative,Very Good,Good,0.0,0.0,0.0
Ruby Solis,Caucasian,female,2.0,USA,29.0,94014,5,3.32,0.62,5.5,3.92,0.0,43.0,-0.37,2.53,1.15,1.71,Quantitative,Very Good,Good,1.0,1.0,0.0
Charles King,Asian,male,2.0,USA,28.0,94618,5,2.84,0.58,6.0,3.33,0.0,51.0,-2.79,0.91,-2.09,-1.27,Quantitative,Very Good,Good,0.0,0.0,0.0
William Everhart,Asian,male,2.0,Australia,29.0,94525,5,3.62,0.56,5.0,4.3,0.0,64.0,-1.98,1.7,-0.07,0.07,Quantitative,None,Good,0.0,0.0,0.0
James Garcia,African-American,male,2.0,USA,29.0,94040,5,2.48,0.22,4.5,2.99,0.0,1.0,2.8,0.79,-0.72,-1.42,Engineering,Very Good,Good,0.0,0.0,0.0
Roger Shouse,Caucasian,male,2.0,USA,31.0,94578,5,3.8,0.56,7.0,4.15,0.0,39.0,-5.61,2.48,1.79,1.56,Quantitative,Very Good,Good,1.0,0.0,0.0
Nina Johnston,Caucasian,female,1.0,USA,31.0,94542,5,3.35,0.18,7.5,4.409999999999998,0.0,41.0,-2.61,1.75,-0.9,-0.44,Engineering,Ok,Good,1.0,0.0,0.0
Sally Campos,Hispanic,female,2.0,USA,31.0,94572,5,3.25,0.5,7.0,2.32,2.0,72.0,-0.16,0.0,-4.73,-4.74,Humanities,Very Good,Good,1.0,1.0,0.0
Tammy Leonard,Caucasian,female,1.0,USA,27.0,94089,5,2.49,0.64,2.5,2.11,0.0,11.0,-0.15,0.58,-2.87,-1.56,Sciences,None,Bad,0.0,1.0,0.0
Aaron Moreno,Caucasian,male,2.0,USA,30.0,94503,5,3.62,0.74,8.5,4.76,0.0,84.0,-1.97,4.43,4.2,2.92,Sciences,Ok,Good,1.0,0.0,0.0
Sylvia Schoonover,Hispanic,female,2.0,USA,30.0,94403,5,3.66,0.16,7.5,2.04,0.0,26.0,-1.64,3.49,4.41,3.78,Engineering,Ok,Good,1.0,0.0,0.0
Sidney Ruiz,African-American,male,2.0,USA,30.0,94611,5,2.92,0.24,6.5,3.84,0.0,52.0,-0.49,0.81,-1.32,-0.96,Sciences,Ok,Good,1.0,0.0,0.0
Bobby Beltran,Caucasian,male,0.0,USA,31.0,94603,5,2.79,0.46,4.0,2.68,0.0,40.0,0.86,2.8,2.41,1.13,Engineering,Ok,Good,0.0,0.0,0.0
Julie Sutton,Caucasian,female,2.0,Australia,32.0,94523,5,4.1,0.56,7.0,3.61,0.0,55.0,-0.26,0.48,-3.87,-4.08,Engineering,Very Good,Good,1.0,0.0,0.0
Keith Bradley,Other,male,1.0,Australia,31.0,94085,5,2.5,0.56,6.0,3.75,0.0,9.0,0.08,1.47,-2.54,-2.59,Sciences,Ok,Good,1.0,0.0,0.0
Joy Sandhu,Caucasian,female,1.0,USA,27.0,94539,5,3.28,0.3,4.0,2.24,0.0,25.0,0.42,2.01,-0.33,-0.79,Quantitative,Very Good,Good,0.0,0.0,0.0
Ronnie Ming,African-American,male,2.0,USA,26.0,94720,5,2.97,0.38,5.0,3.09,0.5,58.0,-2.66,2.65,2.26,1.75,Quantitative,Ok,Bad,0.0,0.0,0.0
Joseph Dupree,African-American,male,1.0,USA,31.0,94025,5,3.37,0.62,7.0,4.68,0.0,20.0,-1.71,1.48,-0.07,0.1,Sciences,Very Good,Good,0.0,0.0,0.0
Lucia Meyer,Caucasian,female,1.0,USA,30.0,94040,5,2.61,0.3,8.0,2.87,0.0,1.0,1.75,2.7,1.55,1.78,Engineering,Ok,Bad,0.0,0.0,0.0
Jason Sullivan,Caucasian,male,2.0,USA,29.0,94131,5,3.38,0.3,6.5,3.03,1.0,44.0,-1.29,1.55,-0.2,-1.06,Engineering,None,Good,1.0,0.0,0.0
Justin Crockett,Caucasian,male,2.0,USA,34.0,94588,5,2.85,0.32,8.5,3.6,0.0,36.0,1.54,2.09,0.15,-0.27,Sciences,Very Good,Good,1.0,1.0,0.0
Susan Howell,Asian,female,2.0,USA,28.0,94087,5,3.39,0.48,3.0,3.36,0.0,12.0,4.53,0.0,-3.48,-2.1,Engineering,Very Good,Good,1.0,0.0,0.0
Beatrice Poirier,Caucasian,female,2.0,USA,27.0,94087,5,2.99,0.52,5.0,3.24,0.0,12.0,1.65,1.76,1.74,2.26,Engineering,None,Good,1.0,0.0,0.0
Audrey Arpin,Caucasian,female,2.0,USA,29.0,94538,5,2.93,0.5,8.0,3.42,0.0,21.0,0.84,0.82,-0.48,-0.31,Engineering,Very Good,Good,0.0,0.0,0.0
Richard Flores,Caucasian,male,2.0,USA,28.0,94605,5,3.14,0.2,5.5,3.14,0.0,42.0,1.17,1.47,-0.55,0.14,Quantitative,Ok,Bad,1.0,0.0,0.0
John Bridges,African-American,male,0.0,USA,29.0,94502,5,2.96,0.16,9.0,2.93,0.0,49.0,-3.63,1.05,-2.87,-2.37,Engineering,Ok,Good,0.0,0.0,0.0
William Squines,Other,male,1.0,Australia,28.0,95002,5,2.84,0.34,6.0,3.56,0.0,15.0,3.09,4.11,4.66,4.17,Humanities,Ok,Good,1.0,1.0,1.0
Thomas Helms,Caucasian,male,2.0,Canada,30.0,94603,5,3.09,0.34,6.5,3.58,0.0,40.0,-1.48,2.12,0.25,0.11,Sciences,None,Good,1.0,1.0,0.0
Sandra Pompa,Asian,female,0.0,China,28.0,94040,5,2.57,0.02,6.0,1.74,0.0,0.0,4.8,1.8,0.03,0.3,Quantitative,None,Good,0.0,0.0,0.0
Betty Braud,African-American,female,2.0,USA,30.0,94030,5,4.33,0.12,8.0,3.25,0.0,34.0,0.98,0.25,-3.17,-2.63,Humanities,Very Good,Good,1.0,0.0,0.0
Steve Markee,Hispanic,male,1.0,USA,30.0,94403,5,3.32,0.4,7.5,2.51,0.0,26.0,0.5900000000000001,0.41,-1.74,-1.49,Engineering,Very Good,Bad,0.0,0.0,0.0
Charles James,Hispanic,male,2.0,USA,26.0,94089,5,2.7,0.58,4.5,3.4,0.0,11.0,2.86,1.36,-0.92,-0.18,Humanities,Ok,Good,0.0,0.0,0.0
Andrew Lewter,Caucasian,male,2.0,USA,30.0,94587,5,2.71,0.6,6.0,3.62,0.0,30.0,1.21,1.84,-0.14,-0.51,Engineering,Ok,Good,1.0,0.0,0.0
Katrina Welsh,Asian,female,2.0,China,34.0,94566,5,3.49,0.9,10.0,5.81,0.0,35.0,-1.22,2.19,-0.81,-0.67,Engineering,Very Good,Good,1.0,0.0,0.0
Mary Bowling,Caucasian,female,2.0,USA,30.0,94539,5,3.27,0.48,5.5,3.88,0.0,25.0,-0.86,3.26,0.93,0.77,Engineering,Very Good,Good,1.0,0.0,0.0
Robert Wardinsky,Caucasian,male,2.0,USA,29.0,94587,5,2.56,0.36,7.0,3.12,0.0,30.0,-2.34,1.12,-2.03,-2.08,Quantitative,None,Good,0.0,0.0,0.0
Susan Stribley,Other,female,2.0,USA,28.0,94304,5,3.73,0.74,3.0,2.89,2.5,19.0,0.97,1.77,-0.45,-0.7,Quantitative,Very Good,Good,1.0,0.0,0.0
Ronald Harrison,Caucasian,male,1.0,USA,29.0,94043,5,2.71,0.32,5.0,2.86,0.0,6.0,0.92,1.32,-1.06,-0.1,Humanities,Ok,Good,0.0,0.0,0.0
Leighann Ames,Caucasian,female,1.0,USA,26.0,94304,5,3.31,0.34,5.0,3.25,0.0,19.0,-1.1,2.41,1.32,1.22,Quantitative,Ok,Good,1.0,0.0,0.0
Curtis Meadows,Caucasian,male,2.0,USA,27.0,94709,5,2.96,0.52,3.5,3.84,1.5,59.0,-0.35,1.85,0.25,0.1,Quantitative,Very Good,Good,1.0,0.0,0.0
David Babin,Hispanic,male,1.0,USA,33.0,94595,5,2.57,0.24,7.5,2.78,1.0,56.0,-1.8,0.0,-4.25,-3.74,Quantitative,Very Good,Good,0.0,0.0,0.0
Clifford Coop,Caucasian,male,1.0,USA,31.0,94611,5,3.0,0.48,8.0,3.79,0.0,52.0,-4.61,3.79,2.87,1.41,Engineering,Ok,Good,1.0,1.0,0.0
Jeffrey Lawson,African-American,male,0.0,USA,28.0,94301,5,1.24,-0.04,5.0,0.61,0.0,17.0,-1.71,2.02,1.83,2.19,Engineering,None,Bad,0.0,0.0,1.0
Robert Deluna,Caucasian,male,2.0,USA,29.0,94014,5,2.57,0.36,3.0,2.66,0.0,43.0,-0.69,0.0,-5.06,-4.28,Engineering,Very Good,Good,0.0,0.0,0.0
George Allen,African-American,male,0.0,USA,34.0,94618,5,3.98,0.46,6.5,4.07,0.0,51.0,-1.01,2.5,1.05,2.24,Engineering,None,Good,1.0,0.0,0.0
Melvin Jones,Caucasian,male,1.0,USA,28.0,94569,5,3.36,0.44,5.5,3.45,1.5,68.0,-0.93,1.82,0.85,1.13,Quantitative,Very Good,Good,1.0,0.0,0.0
Alvaro Jones,Caucasian,male,1.0,USA,32.0,94025,5,3.66,0.36,5.5,3.88,0.0,20.0,-0.79,2.27,0.05,-0.41,Engineering,Very Good,Good,1.0,1.0,0.0
Theodore Bartee,Caucasian,male,0.0,USA,30.0,94089,5,2.23,0.44,7.0,2.56,0.0,11.0,0.86,0.96,-0.7,-1.6,Engineering,None,Good,1.0,1.0,0.0
Darla Boll,Caucasian,female,2.0,USA,26.0,94040,5,3.56,0.34,4.0,3.65,0.0,2.0,-1.57,2.18,0.62,0.51,Quantitative,Very Good,Good,1.0,0.0,0.0
Julian Reaves,Caucasian,male,1.0,USA,27.0,94545,5,2.85,0.6,2.5,3.06,0.0,37.0,-2.05,1.61,-2.02,-1.96,Engineering,Ok,Good,0.0,1.0,0.0
Elsie Highland,Asian,female,2.0,USA,31.0,94605,5,3.11,0.58,6.0,3.97,0.0,42.0,1.78,0.44,-2.45,-1.34,Engineering,Very Good,Good,1.0,0.0,0.0
John Forrester,Other,male,2.0,USA,26.0,94030,5,3.0,0.76,5.0,4.46,0.0,34.0,2.19,1.16,-2.59,-3.36,Engineering,Very Good,Good,1.0,0.0,0.0
Caroline Garcia,Caucasian,female,1.0,USA,33.0,95134,5,3.25,0.52,7.0,4.489999999999998,4.5,16.0,4.08,0.91,-3.59,-4.03,Sciences,None,Bad,1.0,0.0,0.0
Marcel Lucas,Caucasian,male,2.0,USA,33.0,95002,5,3.47,0.6,6.0,4.14,0.0,15.0,-0.07,2.83,0.62,-0.35,Engineering,Very Good,Good,1.0,0.0,0.0
Brent Mandujano,Asian,male,1.0,USA,27.0,95134,5,2.65,0.46,3.5,3.47,0.0,16.0,2.56,2.8,1.34,1.06,Engineering,Very Good,Good,1.0,0.0,0.0
Yvette Bud,Asian,female,2.0,USA,34.0,94061,5,3.28,0.06,10.0,3.75,0.0,22.0,3.53,2.02,0.13,0.21,Sciences,Ok,Good,1.0,0.0,0.0
Bruce Hall,Hispanic,male,2.0,USA,26.0,94105,5,2.65,0.3,5.0,3.36,0.0,45.0,-0.81,1.22,-1.87,-1.2,Engineering,Ok,Good,1.0,0.0,0.0
Allan Greene,Hispanic,male,0.0,USA,32.0,95002,5,2.41,0.28,8.0,3.17,0.0,15.0,0.31999999999999995,3.55,2.59,1.99,Engineering,None,Good,0.0,0.0,0.0
Joseph Stone,Hispanic,male,0.0,Canada,23.0,94025,5,2.07,0.42,2.0,1.95,0.0,20.0,-4.42,1.04,-0.8,-1.0,Quantitative,Very Good,Bad,0.0,0.0,0.0
Richard Krausz,African-American,male,2.0,USA,29.0,94085,5,2.78,0.16,6.5,3.23,0.0,9.0,-0.12,0.39,-3.65,-2.24,Quantitative,Very Good,Good,1.0,0.0,0.0
Jeffrey Demby,Hispanic,male,0.0,USA,33.0,94549,5,3.08,0.3,9.5,4.01,0.0,53.0,-2.0,3.41,2.23,2.05,Engineering,None,Good,1.0,0.0,0.0
Candace Sosa,Hispanic,female,2.0,USA,29.0,94566,5,3.22,0.32,7.0,1.92,0.0,35.0,-0.51,3.37,2.68,2.72,Quantitative,None,Bad,1.0,0.0,0.0
Robert Coffman,Caucasian,male,1.0,USA,31.0,94538,5,3.45,0.26,8.0,3.48,0.0,21.0,0.72,4.26,4.95,4.75,Engineering,Very Good,Good,1.0,0.0,0.0
Dan Graham,Caucasian,male,1.0,USA,28.0,94043,5,3.09,0.7,5.0,4.04,0.0,6.0,4.41,2.32,1.19,0.94,Sciences,Ok,Good,1.0,0.0,0.0
John Karp,Caucasian,male,1.0,USA,34.0,94038,5,3.64,0.58,9.0,4.5,0.0,57.0,-0.57,1.51,-2.22,-1.41,Quantitative,Very Good,Good,1.0,0.0,0.0
Frank Hernandez,Caucasian,male,2.0,USA,35.0,94586,5,3.56,0.44,8.0,4.9,0.0,38.0,-0.46,3.0,1.5,1.89,Engineering,Very Good,Good,1.0,0.0,0.0
Kerry Caldwell,Asian,male,2.0,USA,32.0,94560,5,2.47,0.46,6.0,3.35,0.0,29.0,0.41,2.85,1.68,1.42,Quantitative,Very Good,Good,0.0,0.0,0.0
Irene Houston,Caucasian,female,2.0,USA,29.0,94040,5,2.85,0.46,5.0,3.0900000000000003,0.0,1.0,0.6,2.36,-0.26,-1.42,Quantitative,Very Good,Good,0.0,1.0,0.0
Eric Labarge,African-American,male,2.0,USA,30.0,95002,5,3.23,0.18,6.0,3.53,0.0,15.0,-0.09999999999999998,2.72,2.82,2.85,Engineering,Very Good,Good,1.0,0.0,0.0
Violeta Thomas,Caucasian,female,0.0,USA,32.0,94403,5,3.38,0.58,6.0,4.39,0.0,26.0,-0.67,0.92,-1.79,-0.57,Quantitative,Ok,Good,1.0,0.0,0.0
Raymond Smith,Asian,male,1.0,USA,31.0,94509,5,2.87,0.38,9.5,3.76,0.0,71.0,-0.47,1.54,-0.6,0.1,Engineering,Ok,Good,0.0,0.0,0.0
Terri Kilgore,Caucasian,female,0.0,USA,29.0,95134,5,3.74,0.6,7.0,4.369999999999999,0.0,16.0,2.05,1.84,-0.59,-0.13,Engineering,Ok,Good,1.0,0.0,0.0
Glenn Escobar,Asian,male,2.0,USA,33.0,94611,5,3.03,0.4,8.0,3.78,0.0,52.0,-0.32,1.18,-2.63,-2.93,Engineering,Ok,Good,1.0,0.0,0.0
Paul Brighton,Asian,male,2.0,USA,28.0,94603,5,2.65,0.26,6.0,2.74,0.0,40.0,0.72,0.91,-1.77,-1.0,Engineering,Very Good,Good,0.0,0.0,0.0
Lora Green,African-American,female,2.0,USA,31.0,94603,5,3.51,0.18,6.5,1.61,0.0,40.0,2.03,0.9,-2.75,-1.45,Sciences,Ok,Good,0.0,0.0,0.0
David Maleski,Caucasian,male,0.0,USA,27.0,94014,5,2.36,0.28,4.0,2.57,0.0,43.0,-2.04,1.2,-2.35,-1.58,Sciences,Very Good,Bad,0.0,0.0,0.0
Jose Golden,Caucasian,male,0.0,USA,28.0,94578,5,3.2,0.36,4.0,2.74,3.0,39.0,2.03,0.68,-2.04,-2.11,Quantitative,Very Good,Good,0.0,0.0,0.0
Kelly Hunt,African-American,female,1.0,USA,33.0,94040,5,3.03,0.32,7.5,2.07,0.0,1.0,1.7599999999999998,1.41,-2.15,-2.16,Engineering,Very Good,Good,1.0,1.0,0.0
Juanita Schweinfurth,Caucasian,female,1.0,USA,37.0,94027,5,3.08,0.34,13.0,4.22,0.0,24.0,-0.61,0.18,-4.37,-3.27,Engineering,Ok,Good,1.0,0.0,0.0
Elois Cooper,African-American,female,0.0,USA,29.0,94542,5,2.62,0.18,6.0,0.5099999999999998,0.0,41.0,-2.48,2.87,0.63,0.83,Engineering,Ok,Bad,0.0,0.0,0.0
Robert Solarz,Caucasian,male,0.0,USA,31.0,94539,5,2.69,0.3,5.0,2.93,2.0,25.0,0.72,1.32,-2.08,-1.89,Quantitative,None,Good,0.0,0.0,0.0
Aubrey Smith,Caucasian,female,0.0,USA,28.0,94709,5,2.52,0.44,6.5,2.5700000000000003,0.0,59.0,-0.83,0.95,-1.34,-1.59,Engineering,Ok,Good,0.0,0.0,0.0
