Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Sex,Age,Education,Educational Prestige,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,origin_Australia,origin_Canada,origin_China,origin_India,origin_Mexico,origin_United States,degree_Engineering,degree_Humanities,degree_None,degree_Quantitative,degree_Sciences,sport_Club/Intramural,sport_NCAA/Professional,sport_None,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Other,Job Tenure,Military Tenure,Employee Referrals,Arrest Record,Performance
Maria Powers,4.057508686,43.9370565,1,2.365028331,3.899523536,0,6.115802287,0.204204555,1,30,2,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.300707598,1.875735266,1,0,2
Gerald Petersen,4.05605296,34.50087493,2,3.179668788,4.627110845,0,6.212353977,-0.416769333,0,22,2,1,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2.445234701,1.790505525,0,0,2
Mary Itson,4.055927393,28.21788695,0,1.559778847,3.310131573,0,1.373920363,0.084725821,1,25,2,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.354799738,2.084508841,0,1,2
Cynthia Ladouceur,4.054176634,37.20287539,1,2.37487192,4.698142083,0,7.663769077,0.684144209,1,26,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.253766985,1.609064615,0,0,2
Samuel Mccurdy,4.052786945,30.95168611,2,3.205402706,4.577691612,0,5.280376597,0.15283946,0,22,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2.557729359,1.932128105,1,0,2
Rosanne Relf,4.049493095,9.49747748,2,1.460853179,4.000444843,0,6.877363695,0.288077848,1,25,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,4.294789716,2.609990102,1,1,2
Aimee Okeefe,4.04758085,42.9311554,1,2.171007073,3.250004585,0,3.197934003,-0.429785303,1,29,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.165338112,2.06687887,0,0,-1
Kyle Ponzi,4.045293192,23.2413465,2,3.395027222,4.589115264,0,7.156703396,0.627284955,0,33,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.417915966,2.221005712,0,0,2
Jo Bradney,4.04497749,59.94529392,2,2.248745431,4.756441716,0,6.592478114,0.5498432,1,25,2,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.438412485,0.762605424,1,0,2
Billie Ray,4.042756189,10,0,2.082748993,3.231076045,0,-0.440672077,-0.907199991,1,26,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,6.462464096,3.864928441,0,0,-1
Cathy Poe,4.036675234,35.34047123,0,1.572639414,4.086769459,0,5.967207807,-0.682478377,1,24,2,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2.211431382,1.818711888,0,0,2
Tasha Pellerin,4.035323763,33.21260838,0,1.70318396,3.272355045,0,4.558954074,0.113191314,1,22,2,2,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2.919898276,1.969879998,0,0,2
Andrea Belanger,4.033576975,30.66281685,1,2.304108904,3.386809947,0,0.879153593,-0.627005137,0,26,1,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2.623121271,1.533523247,0,0,-1
Beverly Moxley,4.033269081,4.121982373,0,2.164675461,5.5783419,0,12.23248181,0.959245968,1,23,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4.899583431,2.739641057,0,0,2
Victoria Hernandez,4.032199456,10,0,2.931766806,3.575330904,0,5.610932583,-0.290375129,1,25,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6.453252503,3.382630051,0,0,0
Evangeline Smith,4.029160244,34.45975392,2,2.344202015,3.928547188,0,7.172494466,0.804551436,1,25,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.189348534,1.539644846,1,0,2
Jarrett Roder,4.028821769,35.65452483,2,2.193374582,4.775570512,0,9.179646328,1.55983564,0,27,2,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2.026502325,1.534395537,1,0,2
Mattie Hartman,4.027450613,5.082636887,0,1.493417363,3.452763103,0,3.58255538,-1.438382537,1,25,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,4.650775656,3.055297267,1,0,-1
Stanley Major,4.027389914,40.44843388,0,2.508988587,3.296943115,0,3.883042387,0.521239367,0,27,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.136255124,1.578198258,0,0,1
Mary Thompson,4.026710585,35.97410074,2,2.762966843,3.955386716,0,6.379876788,0.06112466,1,22,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2.491491539,1.796840602,1,0,2
Frederick Graig,4.023005699,10,0,2.445101802,2.751359086,0,3.973894754,-0.218181433,0,22,1,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5.977248619,3.524214002,0,1,-2
Bernard Wayland,4.019299666,9.785148758,2,2.739411148,4.941397679,0,4.128073619,1.030910503,0,22,1,2,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4.575091136,2.897948692,1,0,2
Efren Riles,4.017251525,35.57559962,1,3.789017545,4.897451182,0,8.27795359,1.002031301,0,29,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2.273557613,1.635243282,0,0,2
Karin Wilson,4.016835076,51.06969812,1,1.883656189,3.922262643,0,4.079680375,0.648790676,1,28,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2.086291653,1.559265543,1,0,2
Brett Strieker,4.016596048,59.68033147,2,1.773011458,4.151091463,0,5.436489302,0.032903571,0,25,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.723162764,0.902519838,1,0,2
Sandra Johnson,4.015326998,54.70402594,0,0.908283987,3.705345706,0,3.149503965,-1.267144195,1,25,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1.369273566,1.00900171,0,0,-1
Jeremy Boros,4.012827138,10.01467641,0,1.580789482,4.176806145,0,4.491043591,-0.424945962,0,21,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.832776037,3.001833091,0,0,2
Nathan Harris,4.007883347,40.3071882,2,2.646713351,4.847486901,0,7.093275461,1.235119104,0,30,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.196725209,1.434095222,1,0,2
Thomas Parsons,4.007410091,65.09843325,1,1.650490485,3.976751834,0,4.351930023,0.222376684,0,29,1,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.306286055,1,0,2
Willie Helton,4.006198302,61.1909907,0,1.072185766,3.893366236,0,7.080410422,0.58832661,0,23,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.352531515,0,0,2
Jack Shaw,4.005311448,41.6729354,1,1.682878289,3.490711537,0,7.382461635,1.48221051,0,28,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.518294981,1.448443678,1,0,2
Theodore Jorgensen,4.004641994,23.11633685,1,4.439195372,3.99788261,0,1.865093962,0.357823078,0,26,2,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.011859808,2.115971544,0,1,2
Dolores Suggett,4.004232454,4.51039187,1,2.237189499,4.085012884,0,3.588806647,0.374387759,1,26,1,1,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,5.164944486,2.835767025,1,0,2
Jessie Martin,4.003949954,52.74723696,2,2.906824389,4.989621925,0,7.62774171,0.194989675,0,34,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.426000431,1.186058379,1,0,2
Matthew Donnelly,4.003351712,14.02180598,2,1.57458907,3.888563736,0,6.780105309,-0.020490731,0,34,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4.126861491,2.737371978,0,1,2
Kenneth Woodward,4.002578251,48.84142318,2,2.868202123,4.354819808,0,6.431491005,1.158814896,0,24,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1.497404086,1.331948357,1,0,2
Lindsey Palmer,4.002153751,23.59771946,2,2.742688629,5.164949607,0,5.680684029,0.503307791,1,31,1,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3.792595887,2.607563246,1,0,2
Jeremy Gamboa,4.000797711,41.72614588,0,2.545425498,4.519270189,0,9.388946164,1.532003241,0,27,1,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.63067356,1.295939379,0,0,2
John Turner,4.00004964,15.28580409,2,1.862023689,3.658918749,0,3.939025543,-0.093200146,0,34,1,1,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.083459482,2.316219442,1,0,2
Franklin Shierling,3.998388598,24.45088574,2,3.186892175,5.399783913,0,9.935084671,0.754966388,0,28,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.815577743,2.404693449,1,0,2
Ken Karter,3.996834266,22.11492716,0,3.468574103,4.374081884,0,4.415046237,0.276394776,0,37,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.141625822,1.76661774,0,0,2
Paul Mckay,3.996634252,4.977384147,2,1.775444683,4.183995761,0,7.845194315,0.469383517,0,22,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,5.188021304,2.973390461,1,0,2
Richard Sanchez,3.994769087,10,0,2.595197151,4.505167349,0,6.501703262,-0.673162278,0,30,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,5.217176102,3.06323517,0,1,2
Richard Lucero,3.992464784,73.44771498,2,1.800073944,4.342063183,0,6.039058522,-0.234641316,0,25,1,1,0,0,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.201820727,1,0,2
Michael Adams,3.99151154,70.72102549,1,2.953084045,5.05436441,0,7.14446367,0.667515658,0,33,2,0,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.134381019,0.706449151,0,1,2
Stephanie West,3.990431871,28.69868834,0,2.144148006,2.901517355,0,-0.654056084,-1.468119474,1,29,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2.898649556,2.068769383,0,0,-2
Michelle Orozco,3.989525486,32.60631333,2,2.574525027,4.368085514,0,6.003522501,0.386356028,1,27,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.788580649,2.012331977,1,0,2
Lindsey Morales,3.98948603,43.34960222,0,1.183572435,3.538763365,0,4.915241739,-0.575629202,1,31,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1.887442445,1.539399295,1,0,1
Eugenia Look,3.988640198,14.80641042,1,1.570441871,4.786252657,0,11.60126674,2.121386229,1,24,1,2,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.488378184,2.728243737,0,0,2
Linda Schultz,3.988602602,44.64084188,2,3.100540883,4.228336915,0,5.982897792,0.047366469,1,27,1,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9716249,1.160205501,0,0,2
Lois Weidler,3.987992077,13.08180539,2,2.405044304,4.166737498,0,5.91970291,0.116623458,1,25,2,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.064284512,2.248297487,1,0,2
Margie Johnson,3.986193522,30.12356061,2,2.622969295,4.516969387,0,5.782937804,0.134560271,1,21,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.448331952,2.186919354,0,0,2
Janice Camacho,3.98542533,36.14821717,2,2.122637613,4.69319515,0,8.189854017,1.478211867,1,35,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2.570615605,1.711378148,1,1,2
John Baker,3.985398679,44.71633628,0,2.89560047,4.262315292,0,4.147754565,-0.448165911,0,28,2,3,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.085257171,1.593475085,0,0,2
Jorge Powell,3.982659074,5.347679589,0,3.40780783,3.641540039,0,1.510845842,-0.264405331,0,26,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.503543692,2.561202592,1,0,1
Linda Wells,3.981749778,44.10170679,1,1.539317544,3.902390056,0,8.584339899,0.301618354,1,27,2,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1.171931406,1.126454308,1,0,2
David Grennan,3.981053045,9.920790786,0,1.796951653,4.145887538,0,3.903184593,-0.922267581,0,26,2,3,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.226465331,2.568620982,0,0,1
Michael England,3.979363351,41.95905468,0,3.251078973,4.033384396,0,4.658846018,0.626751379,0,26,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.137466808,1.673414733,1,0,2
Elizabeth Yerkey,3.977723643,49.87891934,2,1.059812052,4.382158466,0,8.548130911,0.04946912,1,26,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1.696735762,1.360310408,1,0,2
Steven Clark,3.977181796,38.00053044,0,2.378704091,4.13495759,0,6.218097295,0.460833719,0,30,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2.644521404,1.900980968,1,0,2
Joan Elliott,3.976354307,21.46411954,2,1.865654836,4.081901119,0,7.0757185,0.954446255,1,27,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.093130757,2.256821368,1,0,2
Mary Messina,3.974763431,10,2,3.007265034,3.86836137,0,4.408676682,0.389298935,1,28,1,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,5.985531885,3.443200761,1,0,2
Christine Clapp,3.96798985,10,1,1.842590109,4.734367842,0,8.755501258,0.022146102,1,28,1,2,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6.008009916,3.410827337,1,0,2
George Bean,3.965573713,30.64236885,1,2.851359818,4.726932401,0,5.210285311,1.391646076,0,29,1,0,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.198934303,2.258955328,0,0,2
Jonathan Leone,3.96479514,60.49851697,0,2.545292616,4.613725157,0,4.959510587,0.514391722,0,25,2,0,0,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.177526968,0.672686842,0,0,2
Joan Bunch,3.964683985,30.63247998,0,2.598354824,5.337498085,0,12.04399196,1.740177507,1,29,1,0,0,0,2,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.291030406,2.07352223,1,0,2
Paul Fultz,3.963577016,41.50343448,0,3.489291668,3.774304936,0,2.379563145,0.025486731,0,23,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.908210631,1.768480138,0,0,2
Shawnee Martino,3.962540179,17.74351057,0,2.768191831,3.250585426,0,1.457783803,-0.512316995,1,23,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3.49067472,2.22045279,1,0,-1
Steven Gonzales,3.960577624,38.80474867,0,3.118011623,3.509404169,0,2.598162483,0.066896529,0,28,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2.286830646,1.330141568,0,0,1
Cheryl Cline,3.960332604,18.34895632,2,1.87219395,3.786184562,0,2.975655672,0.331302185,1,27,2,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4.067919782,2.613839768,1,0,2
Tommy Wiggins,3.954946078,16.68372396,0,2.889316389,4.672049712,0,3.987871719,0.40076638,0,24,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4.148073178,2.628543009,0,0,2
Frank Adams,3.954587159,43.62557164,0,2.597141388,4.964635913,0,9.675830248,1.08213094,0,24,2,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.755261065,1.32790961,0,0,2
Cynthia Doe,3.952785785,12.03288528,0,3.59792503,4.410173141,0,3.979285897,-0.254669762,1,25,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,4.545936445,2.727574077,0,0,2
Melissa Long,3.952748313,68.72338628,0,2.360597461,3.825458581,0,5.35012342,-0.049912398,1,31,2,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.487743516,1,0,2
Leo Metz,3.952688344,59.65763957,0,0.314153906,2.78241319,0,6.580912273,0.031426208,0,21,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0.372846203,0.961836365,0,1,-2
Larry West,3.950845527,14.3123078,0,2.375191112,4.25012101,0,5.283626703,-1.217999887,0,23,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.918406401,2.4296866,0,0,0
Lillian Buchanan,3.950110304,22.90190986,0,2.501066385,3.366949561,0,4.043602575,0.203378913,1,26,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.479926375,2.451456781,0,0,1
Scott Heller,3.947764789,36.16683372,2,1.082573132,4.682875765,0,9.920185257,1.052326634,0,22,2,3,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2.147261772,1.588086848,1,0,2
Timothy Wade,3.947524353,12.24160965,0,1.293130491,3.2616207,0,3.47948141,0.259057241,0,30,2,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4.957122709,2.907882062,0,0,2
Rodrigo Duncan,3.94684603,36.33629173,2,3.285970401,4.347329909,0,6.995676242,0.481818026,0,23,2,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.66120505,1.751970764,1,0,2
Clarence Kellogg,3.946533734,45.9772442,0,1.979980053,4.139914832,0,6.591240019,1.049302483,0,35,1,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1.8615528,1.537812312,0,0,2
Brian Wittenberg,3.946517878,34.92042262,1,0.299680831,3.740664296,0,5.909738089,-0.11594732,0,31,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.28114753,1.658472848,1,0,2
Charles Whitley,3.945836994,70.3193205,2,2.051690197,3.844805175,0,7.22888379,0.417415488,0,23,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.585233131,1,0,2
Johnny Sullivan,3.945808644,40.18607326,0,0.085585876,3.163709111,0,5.48942849,0.581177136,0,31,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1.882225571,1.217423303,0,0,2
Adam Deppe,3.944429594,10,0,3.411199252,4.286924781,0,3.312196754,0.403070179,0,26,1,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,5.966743068,3.382393299,0,0,2
Cameron Ford,3.941268845,20.81794961,2,2.340313704,4.010444434,0,5.54597939,0.111709596,0,25,1,1,0,0,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.259019417,2.210932557,1,0,2
Renate Lewis,3.9401821,10,1,2.452894092,5.180947373,0,9.716341255,0.473008064,1,27,1,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,6.043548168,3.487460702,1,0,2
Franklin Harrison,3.936909096,39.06101219,1,2.142729554,4.330100127,0,5.663674823,1.060896357,0,24,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.096543494,1.462143122,1,0,2
Gene Reynolds,3.936483206,50.65126135,2,1.807444046,4.233862891,0,10.85157935,0.86173405,0,27,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.294225346,0.925967097,1,0,2
Ernest Blanton,3.933816621,10,2,2.982007607,4.195192322,0,6.143253055,0.344970977,0,30,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5.751477582,3.410267401,0,0,2
Martin Loesch,3.933724876,60.54705949,0,2.598654655,4.091279127,0,5.746539298,0.130265009,0,23,1,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.974816114,1.233294537,1,0,2
Timothy Hayter,3.931648447,19.6940688,2,2.566635946,4.317753667,0,7.641445367,0.977343039,0,24,1,3,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3.99903478,2.55650035,1,0,2
Ellen Wieland,3.931007609,18.06074084,1,2.740910788,4.095803292,0,5.779126985,0.344470343,1,28,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.215983036,2.29258308,0,0,2
Mary Winter,3.92893507,27.71538605,1,2.031156825,3.980252088,0,3.689938843,-0.428694641,1,28,1,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,3.05832835,2.1907317,1,0,2
Alfreda Young,3.928351438,57.363351,2,1.290132357,3.667907341,0,7.736120758,0.299875016,1,23,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.679901865,0.806789938,0,0,2
Melanie Daniel,3.926446813,10,0,1.969646513,2.93164074,0,4.137106014,0.503705362,1,37,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5.737510859,3.354741392,0,0,1
Nannie Hampton,3.926169046,10,2,2.705374273,5.003800851,0,8.197658225,1.235284112,1,25,1,2,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,5.796763221,3.427480002,1,0,2
Steve Farmer,3.926112214,36.28939927,0,1.490504281,3.292881789,0,2.689483325,-1.173597348,0,24,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.495298597,1.746243788,0,0,0
Albert Santana,3.925771454,23.96341194,1,1.432316976,3.831048278,0,4.905191451,0.163158062,0,32,2,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3.563054176,2.230461577,1,0,2
Cameron Morris,3.924952051,20.27413483,0,2.090306068,3.4591709,0,3.592248397,-0.054088894,0,26,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.428321611,2.32253967,0,0,1
Jose Sand,3.924671429,62.18099913,0,3.223620051,3.950152029,0,1.608074908,0.554756531,0,29,2,0,0,0,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.26750636,0.824189748,0,0,2
Barbara Radtke,3.921046679,10,0,2.329096985,4.241076925,0,5.951768408,-0.835964528,1,27,2,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,5.739479612,3.298194112,0,0,2
Margie Mueller,3.918815957,7.898880445,0,1.709511337,3.671801254,0,4.350987018,0.830740559,1,21,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5.055168397,2.984773125,1,1,2
Frank Mckee,3.918667476,6.220286558,0,4.122831636,3.992111625,0,2.710224356,-0.286055181,0,25,2,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,4.973167732,2.644516552,0,0,2
Raymond Padgett,3.917669441,67.71790655,2,2.375427614,4.141488074,0,5.948411358,-0.364792416,0,24,2,1,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.392127724,1,1,2
Brandon Arvan,3.917421773,12.78137191,2,2.114666946,3.81239153,0,5.245272905,0.060884384,0,30,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,4.254544702,2.430656085,1,0,2
Debra Smith,3.914897074,6.91172903,1,3.10944607,4.919026046,0,3.235834414,-1.289251068,1,28,1,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,5.377981873,3.22473339,1,0,2
Bill Wixom,3.914854284,34.31543237,2,2.728599705,4.441837916,0,6.964198884,0.429994238,0,26,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2.840888583,1.942297246,0,0,2
William Hamilton,3.911202102,20.84740959,1,2.992991187,4.38014725,0,6.271819917,0.696026941,0,29,2,1,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4.062701404,2.617749537,1,0,2
Robert Burnett,3.910253818,26.57450693,0,2.857657817,4.589785956,0,7.576908339,0.031721698,0,35,2,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.255836966,1.784210996,0,0,2
Kevin Lindner,3.909401008,6.797550941,0,2.089793984,4.7024781,0,8.82601793,0.760771901,0,25,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.741900394,2.845759798,1,0,2
David Bailey,3.905023255,38.59655166,0,2.240097287,3.746611212,0,4.869950737,0.145879398,0,22,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2.378379735,1.83879813,0,0,2
