,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Record,LinkedIn Score,Responsible Social Media Use,HireVue Score
193,Ira Ford,3.529481227,70.07815259,1,3,0,0,1,0.60914175,0,0,31,United States,1,Engineering,3,None,0,0,0,1,1
194,Greg Kaiser,2.689952816,53.66189241,1,0,0,0,3,0.941240998,0,0,23,United States,2,Sciences,2,None,0,0,0,1,0
195,David Lawler,3.012794168,11.04367821,0,0,0,0,3,0.166823453,0,0,34,United States,1,Quantitative,1,None,0,0,0,1,0
196,Mark Lyman,3.887644611,0.218721819,2,4,0,0,5,0.267526274,0,0,23,United States,1,Engineering,2,None,0,0,2,1,2
197,Portia Williams,2.830926299,49.08797964,0,1,0,0,1,0.772186187,0,1,26,United States,1,Engineering,2,None,0,0,1,1,1
198,Ricky Drake,3.116914979,52.13697202,1,4,0,0,2,0.37415655,4,0,24,United States,1,Sciences,1,Club/Intramural,0,0,0,1,2
199,May Wilson,3.841874669,73.26525708,2,1,0,0,3,0.362405321,1,1,31,United States,1,Humanities,2,Club/Intramural,0,0,2,1,2
200,Linda Price,3.635982962,52.88578015,1,0,0,0,5,0.537831142,0,1,23,United States,0,None,0,None,0,0,2,1,0
201,Joseph Barth,2.969980224,54.93062526,1,4,0,0,2,1.001577069,3,0,28,United States,2,Sciences,2,NCAA/Professional,0,0,1,1,2
202,Robert Johnson,2.955568621,4.233785003,0,4,0,0,4,1.138158451,0,0,26,United States,1,Humanities,1,Club/Intramural,0,0,1,1,0
203,Sandra Mcdowell,3.280842467,52.8941185,0,4,0,0,2,0.579227346,0,1,24,United States,1,Quantitative,1,Club/Intramural,0,0,1,1,1
204,Samuel Sampson,3.146823311,3.778554034,0,3,0,0,4,0.617289463,0,0,24,United States,1,Quantitative,2,None,0,0,2,1,1
205,Paul Smith,3.278668732,89.51373969,2,4,0,0,3,1.079612662,2,0,30,United States,0,None,0,None,1,0,1,1,1
206,Lydia Johnston,2.752071289,41.05707538,1,1,0,0,3,1.037293056,0,1,23,Mexico,1,Quantitative,2,Club/Intramural,0,0,1,1,1
207,Joseph Mccauley,3.114056236,23.46452797,1,0,0,0,3,0.32178034,4,0,28,United States,2,Engineering,1,NCAA/Professional,0,0,0,1,2
208,Berry Lalonde,2.81955059,25.46287474,1,1,0,0,0,0.425158468,0,1,24,United States,1,Sciences,2,Club/Intramural,0,0,1,1,1
209,John Taylor,3.968487046,15.05728442,2,3,0,0,2,0.32927422,0,0,26,United States,1,Engineering,1,Club/Intramural,0,0,2,1,1
210,Ann Thomas,2.589063732,86.14950658,2,3,0,0,3,0.519979166,1,1,29,United States,1,Engineering,1,None,0,0,0,1,2
211,Jim Mchattie,3.901595076,20.41481007,0,1,0,0,2,0.75900487,3,0,27,United States,2,Engineering,1,None,0,0,0,1,2
212,Cameron Griffin,2.810711986,5.687589959,1,3,0,0,3,0.765871064,0,1,32,United States,1,Quantitative,1,None,0,0,0,1,2
213,Billy Boylan,3.36177591,41.81903831,0,3,0,0,3,0.715792134,4,0,25,United States,1,Sciences,1,Club/Intramural,0,0,1,1,1
214,Nancy Greer,2.593553281,14.79600722,2,0,0,0,4,0.701304711,0,1,26,United States,1,Humanities,2,None,1,1,2,1,0
215,Laura Hatley,3.608087214,93.96025794,1,3,0,0,1,0.775960029,0,1,23,Canada,2,Quantitative,2,None,0,0,2,1,1
216,Princess Downin,3.47524513,39.56772768,0,2,0,0,4,0.213683204,2,1,28,United States,1,Sciences,2,Club/Intramural,0,0,0,1,2
217,David Wells,3.529340493,3.988667554,1,1,0,0,5,0.548067794,0,0,23,China,1,Humanities,2,None,0,0,2,1,1
218,Joyce King,3.553713896,49.46646177,0,2,0,0,3,0.656574575,1,1,31,United States,0,None,0,None,0,0,1,1,0
219,Barrett Tipton,3.815429639,40.67593974,1,2,0,0,2,0.655091562,1,0,35,United States,1,Quantitative,2,NCAA/Professional,0,0,1,1,2
220,Tonya Lawrence,3.461285849,60.84941464,2,2,0,0,3,0.479867175,0,1,27,United States,1,Sciences,1,None,0,0,1,1,1
221,Jared Digangi,3.743945734,24.60246614,2,4,0,0,1,0.578821711,0,0,28,United States,2,Sciences,1,None,0,0,1,1,2
222,Mickey Hernandez,4.089550369,39.46049662,0,0,0,0,1,0.511318229,0,1,23,United States,2,Humanities,1,None,0,0,1,1,1
223,Santiago Mcguire,4.133456613,4.16618086,1,3,0,0,0,0.671404042,1,0,31,United States,2,Sciences,2,None,0,0,1,1,1
224,Timothy Kaua,3.369803389,36.23099253,2,2,0,0,2,0.539095814,1,0,25,United States,1,Humanities,2,None,0,0,0,1,1
225,Raymond Kemp,2.708840739,10.99071882,2,0,0,0,2,0.238335282,0,0,22,United States,1,Sciences,1,None,0,0,2,1,1
226,Chad Schwartz,2.486508875,52.92620692,1,4,0,0,4,0.229776349,0,0,24,United States,1,Engineering,1,None,0,0,1,1,2
227,James Speer,2.735265842,25.54371207,0,1,0,0,3,0.337865342,0,0,25,United States,1,Humanities,2,None,1,1,1,1,0
228,Elizabeth Cruz,3.348754248,61.51477533,2,2,0,0,2,0.754272614,0,1,30,United States,1,Sciences,1,Club/Intramural,0,0,0,1,0
229,Juan Kline,3.639456986,50.58755197,2,4,0,0,3,0.613563185,0,0,27,China,1,Humanities,2,Club/Intramural,0,0,1,1,2
230,Jeremy Torres,2.916625416,37.59683291,1,4,0,0,6,0.983965026,0,0,31,United States,1,Humanities,2,None,0,0,2,1,1
231,Clarence Hensley,2.632006938,32.87829978,2,4,0,0,2,0.88113143,0,0,32,China,1,Engineering,2,None,0,0,0,1,0
232,Stephen Yoder,2.548046103,14.92227745,0,1,0,0,3,0.422940433,0,0,25,United States,2,Humanities,1,NCAA/Professional,0,0,1,1,0
233,Thelma Frazier,3.252009811,96.20192988,2,3,0,0,3,0.094994369,0,1,23,United States,1,Quantitative,2,NCAA/Professional,0,0,2,1,2
234,Sharon Medel,2.793839045,11.81910451,2,2,0,0,6,0.852243861,0,1,27,United States,2,Sciences,2,None,0,0,1,1,1
235,David Gonzales,2.776970108,83.19806139,1,1,0,0,2,0.444490035,4,0,22,United States,1,Humanities,2,None,0,0,1,1,1
236,Karen Mclaughlin,3.420535899,24.72599383,2,2,0,0,5,0.195893252,0,1,24,United States,1,Engineering,2,None,0,0,1,1,0
237,Andrew Murphy,2.717857897,61.20235726,2,1,0,0,5,0.272526337,0,0,23,Mexico,2,Quantitative,2,Club/Intramural,0,0,1,1,1
238,Ezra Callahan,3.447798016,38.03935366,0,4,0,0,3,0.540884023,2,0,23,United States,1,Humanities,1,None,0,0,2,1,0
239,Thelma Collier,3.260734239,72.21010205,1,0,0,0,3,0.573843003,4,1,25,Australia,1,Engineering,2,None,0,0,0,1,0
240,Pedro Jackson,3.184608695,49.05618288,2,0,0,0,1,0.457546671,0,0,28,United States,1,Quantitative,1,None,0,0,1,1,0
241,Josephine Jozwiak,3.962287019,23.84714289,2,1,0,0,2,-0.002298803,0,1,29,Australia,2,Quantitative,2,Club/Intramural,0,0,1,1,2
242,Marguerite Murray,3.149867184,32.82766551,0,1,0,0,4,0.591248272,0,1,33,United States,1,Humanities,2,None,0,0,1,1,0
243,Cynthia Jacobs,3.013721003,43.4236623,1,0,0,0,5,0.247832733,0,1,30,United States,0,None,0,None,0,0,1,1,2
244,John Johnson,3.876386704,74.96073811,2,0,0,0,4,0.327129166,0,0,26,United States,1,Quantitative,2,None,0,0,0,1,0
245,Vern Garland,3.082955787,8.187815012,0,3,0,0,3,0.164480239,0,0,22,United States,1,Humanities,2,NCAA/Professional,0,0,0,1,0
246,Cyrus Murgia,3.5527986,30.63315629,2,4,0,0,3,0.238733368,0,0,26,United States,1,Humanities,1,Club/Intramural,0,0,2,1,0
247,Lillie Bowers,2.856216676,65.9155765,0,3,0,0,4,0.265739999,2,1,29,India,1,Humanities,2,None,0,0,1,1,1
248,Nancy Faughnan,3.004914934,14.74433859,0,0,0,0,4,0.649699745,0,1,37,United States,1,Engineering,2,None,0,0,1,1,0
249,Manuel Tarwater,3.084598406,0.671551481,1,0,0,0,5,0.451785495,0,0,30,United States,1,Engineering,2,NCAA/Professional,0,0,0,1,2
250,Bethany Yates,2.602046085,66.49421838,0,1,0,0,5,0.469252989,0,1,25,United States,1,Engineering,2,None,0,0,1,1,1
251,Miriam Burton,3.098637966,89.26443137,0,4,0,0,5,0.319294051,0,1,21,United States,1,Quantitative,1,None,0,0,1,1,2
252,Jacob Harris,2.838945457,0.661385097,2,3,0,0,5,0.321193244,0,0,26,India,1,Sciences,1,Club/Intramural,0,0,1,1,0
253,Matthew Shell,3.227908057,5.460385069,1,4,0,0,2,0.754262287,3,0,30,China,1,Humanities,2,None,0,0,0,1,2
254,Melvin Conrad,4.065199058,62.00524028,1,0,1,0,5,1.121882814,1,0,25,Canada,1,Engineering,3,None,0,0,0,1,1
255,Ronald Barnes,3.130306214,44.10281612,1,0,0,0,3,0.356605477,3,0,25,United States,1,Humanities,2,None,0,0,1,1,1
256,Daryl Bibbins,3.551315605,98.97622957,0,1,0,0,3,0.579849891,0,0,31,United States,0,None,0,None,0,0,1,1,2
257,Damian Lacour,3.716208334,37.70459319,1,3,0,0,2,0.321054303,0,0,39,United States,1,Sciences,2,Club/Intramural,0,0,1,1,1
258,Robert Daschofsky,3.051152663,96.63624083,0,1,0,0,3,0.168155549,1,0,25,Canada,2,Sciences,1,None,0,0,0,1,2
259,Elizabeth Boyd,3.795730082,7.250242529,0,3,0,0,2,0.694288588,0,1,26,United States,1,Sciences,2,Club/Intramural,0,0,0,1,0
260,Adeline Naumann,3.244326522,0.009337682,1,3,0,0,4,0.191944082,0,1,22,United States,1,Quantitative,2,None,0,0,1,1,0
261,Douglas Vargas,2.443323339,21.98935459,0,3,0,0,4,0.80521367,0,0,22,Mexico,1,Humanities,2,None,0,0,0,1,0
262,Jennifer Bernardino,3.854414407,18.19565637,0,3,0,0,4,0.569255462,4,1,26,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
263,William West,3.007842606,30.04554596,1,0,0,0,1,0.519921317,0,0,26,United States,1,Quantitative,1,None,0,0,0,1,2
264,Mary Reyes,2.651279139,5.588765538,1,2,0,0,4,-0.079173173,0,1,24,United States,1,Engineering,3,None,0,0,1,1,2
265,Jack Ramirez,3.249090817,36.80193966,2,0,0,0,2,0.674012501,0,0,26,India,2,Quantitative,2,None,0,0,2,1,0
266,Tawanda Campbell,2.495152189,88.24766707,2,0,0,0,2,0.687234226,4,1,26,United States,1,Quantitative,1,None,0,0,2,1,1
267,Sidney Hu,2.7755257,60.36745017,0,2,0,0,4,0.497167482,0,0,27,China,2,Sciences,1,None,0,0,0,1,0
268,Jacqueline Graham,3.134751,51.53640932,1,4,0,0,2,0.063120906,0,1,33,United States,1,Humanities,2,None,0,0,0,1,2
269,Sammy Locorriere,3.422476913,80.19597379,1,4,0,0,4,0.901175047,0,0,24,United States,1,Humanities,1,None,0,0,0,1,1
270,Jennifer Gomez,2.834723982,3.281294395,0,2,0,0,5,0.742676404,2,1,29,United States,1,Humanities,2,None,0,0,0,1,0
271,Lindsey Palmer,3.746354849,65.07499871,2,0,0,0,3,0.904968457,3,1,31,United States,2,Quantitative,1,None,0,0,1,1,2
272,Phillip Geren,2.996997027,45.63203692,1,4,0,0,4,0.130754243,2,0,31,United States,1,Engineering,1,None,0,0,0,1,0
273,William Wilson,3.04397124,24.79822295,1,3,0,0,3,0.49645979,0,0,21,United States,1,Sciences,2,None,0,0,2,1,2
274,Robert Busby,3.061040895,88.24158808,2,0,0,0,3,0.244263938,1,0,23,United States,1,Engineering,2,Club/Intramural,0,0,2,1,0
275,Gerald Sawyer,2.576059072,93.60049411,0,1,0,0,2,0.625367471,3,0,24,United States,1,Humanities,1,None,0,0,0,1,0
276,Paul Buffington,3.132558719,13.83495096,2,2,0,0,3,0.32170919,0,0,27,United States,2,Quantitative,1,None,1,1,1,1,1
277,James Gaston,3.332438125,9.103145022,0,3,0,0,4,0.714982282,1,0,25,United States,1,Engineering,1,None,0,0,0,1,1
278,Abigail Reed,2.910222722,16.94864694,2,2,0,0,3,0.738200834,0,1,27,United States,1,Quantitative,1,NCAA/Professional,0,0,0,1,0
279,Katherine Walker,3.096655797,72.57307932,1,3,0,0,3,0.594449125,0,1,25,Australia,2,Quantitative,1,Club/Intramural,0,0,1,1,2
280,Dennis Gallagher,2.37216598,24.02720417,2,0,0,0,5,0.743747545,0,0,33,United States,2,Sciences,3,NCAA/Professional,0,0,2,1,1
281,Margaret Glover,3.260247227,61.07211417,1,1,0,0,3,0.627314979,0,1,22,United States,2,Humanities,1,None,0,0,2,1,2
282,Nancy Hill,2.922248532,52.10285473,2,1,0,0,3,0.643417228,0,1,34,China,1,Sciences,1,None,0,0,1,1,1
283,Jacqueline Nichols,3.297696982,32.08344282,0,4,0,0,2,0.447277171,2,1,26,Australia,1,Humanities,2,NCAA/Professional,0,0,0,1,1
284,Henry Sessions,2.782179731,51.88643785,1,1,0,0,3,0.796910118,3,0,28,United States,1,Engineering,1,Club/Intramural,0,0,0,1,2
285,Michael Monty,3.256286232,82.24969448,2,3,0,0,3,0.176578994,0,0,31,United States,1,Engineering,2,None,1,1,0,1,0
286,Geraldine Francisco,2.678796043,80.86055657,2,0,0,0,2,0.380862162,0,1,27,United States,1,Quantitative,1,NCAA/Professional,0,0,1,1,2
287,Janet Vest,3.247438905,82.76261406,0,4,0,0,4,0.169995407,0,1,27,Canada,1,Engineering,2,None,0,0,0,1,2
288,Cathy Poe,3.453773573,42.71830773,2,0,0,0,3,0.82420292,3,1,24,United States,2,Humanities,2,None,0,0,0,1,0
289,Claude Click,3.865657927,73.18744035,2,3,0,0,4,0.367964124,3,0,22,United States,1,Sciences,2,Club/Intramural,0,0,0,1,1
290,Barbara Keenan,2.79679835,18.94715007,2,3,0,0,4,0.479773149,4,1,31,United States,1,Humanities,3,Club/Intramural,0,0,0,1,0
291,Marc Lepak,3.665671699,19.54716673,1,2,0,0,5,0.751683685,0,0,27,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
292,Thomas Johnson,3.491562875,24.71992789,1,0,0,0,3,1.019194525,0,0,30,United States,1,Engineering,3,Club/Intramural,0,0,1,1,2
293,Vincent Webb,3.009088426,35.22053295,1,2,0,0,3,0.692915282,0,0,22,United States,1,Quantitative,2,None,0,0,0,1,0
294,Jason Briggs,3.276292375,3.844456587,2,0,0,0,5,0.732747675,0,0,27,United States,1,Quantitative,2,None,0,0,1,1,1
295,Letha Eland,2.080439257,49.94349913,0,2,0,0,2,0.410852936,0,1,28,China,0,None,0,None,0,0,2,1,2
296,Jose Tindell,3.211050381,52.1706323,1,4,0,0,5,0.841462814,0,0,23,United States,1,Quantitative,3,Club/Intramural,0,0,1,1,2
297,Carlos Figueroa,2.762495385,63.24406765,1,2,0,0,3,0.738703802,0,0,28,China,1,Humanities,3,Club/Intramural,0,0,2,1,2
298,Hubert Kwong,4.043253532,43.27565135,2,0,0,0,1,0.56417067,1,0,23,United States,1,Engineering,3,None,0,0,1,1,1
299,Veronica Roller,3.262636535,107.6531559,0,3,0,0,4,0.66709347,0,1,26,United States,0,None,0,None,0,0,0,1,0
300,Forrest Williams,3.173445726,44.44325057,2,1,0,0,0,0.427398645,0,0,32,United States,2,Humanities,1,None,0,0,0,1,1
301,Jose Spence,2.151820438,46.88327218,2,4,0,0,3,0.694401347,0,0,25,United States,1,Humanities,2,None,0,0,0,1,0
302,Robert Jacobson,3.595063906,21.07950233,2,3,0,0,5,-0.020619347,0,0,34,United States,1,Humanities,1,Club/Intramural,0,0,0,1,1
303,Danielle Li,2.930005307,62.07277136,0,0,0,0,2,1.118147665,1,1,28,United States,1,Humanities,2,None,0,0,0,1,1
304,Ian Melcher,2.727221438,33.04714547,2,0,0,0,5,0.652471511,0,0,25,Mexico,1,Humanities,2,None,0,0,2,1,2
305,Shirley Brophy,3.444318242,12.1044861,1,1,0,0,3,0.446364684,0,1,27,China,1,Engineering,2,None,0,0,2,1,0
306,Timothy Mckain,3.213986158,8.064672288,0,3,0,0,2,0.414361025,1,0,35,United States,1,Engineering,2,None,0,0,2,1,1
307,Robert Mccowin,3.034430506,0.338280614,1,3,0,0,5,0.802981659,0,0,24,United States,1,Humanities,1,Club/Intramural,0,0,0,1,2
308,Robert Hughes,3.21778497,13.42361222,2,2,0,0,1,0.997410569,2,0,27,Australia,1,Engineering,2,Club/Intramural,0,0,1,1,1
309,Joseph Mccammon,2.070048068,52.7803158,2,4,0,0,4,0.68679219,0,0,25,United States,1,Sciences,3,Club/Intramural,0,0,0,1,2
310,Terrence Mazzone,3.804844187,67.87941634,2,3,0,0,5,0.843476337,1,0,28,United States,1,Engineering,2,None,0,0,1,1,2
311,Wayne Levy,3.079280401,67.82240686,2,0,0,0,0,0.547028935,0,0,23,United States,2,Quantitative,1,NCAA/Professional,0,0,0,1,1
312,Roderick Haynes,3.360476882,45.91039751,2,0,0,0,2,0.501916289,4,0,28,Canada,2,Sciences,2,Club/Intramural,0,0,1,1,1
313,Frank Hudgins,3.308789853,65.69678988,0,1,0,0,3,0.39225172,0,0,26,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,0
314,James Alvarez,2.933873628,29.25655961,0,2,0,0,4,0.256377854,0,0,37,United States,1,Quantitative,1,None,0,0,1,1,0
315,John Jones,3.43570913,56.70040803,1,4,0,0,3,0.540249072,1,0,25,United States,1,Sciences,2,None,0,0,1,1,1
316,Samantha Lawrence,4.002020284,14.26459943,2,0,0,0,3,0.065497523,0,1,26,United States,2,Humanities,2,Club/Intramural,0,0,2,1,0
317,Leslie Trexler,3.228957655,26.64083921,1,3,0,0,2,0.482372679,0,0,25,United States,0,None,0,None,0,0,1,1,0
318,Frances Sones,3.289224952,59.70795261,0,1,0,0,2,0.897705855,4,1,31,United States,0,None,0,None,0,0,1,1,1
319,Paul Hidalgo,3.652252252,13.20882845,2,0,0,0,2,0.522452979,1,0,35,United States,1,Engineering,1,None,0,0,2,1,0
320,Dennis Parsons,3.258575096,60.2168391,0,1,0,0,2,0.210948118,0,0,25,United States,1,Quantitative,1,None,0,0,2,1,0
321,Kevin Byrd,3.915826044,83.01452367,2,4,0,0,2,0.533018373,2,0,27,United States,1,Humanities,3,Club/Intramural,0,0,2,1,0
322,Dorothy Hill,1.800728934,43.81358929,0,3,0,0,2,0.74620346,2,1,29,United States,1,Humanities,2,None,0,0,2,1,0
323,Harold Talley,3.012537395,17.70615013,1,2,0,0,3,0.255834436,0,0,23,United States,1,Humanities,2,NCAA/Professional,0,0,1,1,0
324,Sarah Norris,2.853860416,30.61849287,0,3,0,0,4,0.515398173,0,1,32,United States,1,Quantitative,3,None,0,0,0,1,2
325,Joseph Shipman,3.695976081,31.80507024,1,2,0,0,0,0.606483895,2,0,21,United States,1,Quantitative,2,None,0,0,1,1,0
326,Catherine Aiton,2.626922778,39.18367544,0,4,0,0,5,0.483528028,0,1,23,United States,0,None,0,None,0,0,2,1,1
327,Anita Sandy,2.955092825,39.88761175,0,3,0,0,1,0.594998954,0,1,26,United States,1,Humanities,2,None,0,0,1,1,0
328,Levi Mendoza,2.355890324,14.94650575,2,0,0,0,4,0.362258538,2,0,24,United States,1,Engineering,1,None,0,0,2,1,0
329,Elbert King,3.949891127,24.44307459,2,4,0,0,3,0.631404671,0,0,31,United States,1,Engineering,1,None,1,1,0,1,2
330,William Santos,3.074612296,97.12829203,2,3,0,0,2,-0.173901317,0,0,22,United States,1,Engineering,3,None,0,0,2,1,1
331,Herbert Kress,3.148934287,72.18522567,0,3,0,0,5,0.236952824,0,0,21,United States,2,Quantitative,2,Club/Intramural,0,0,1,1,0
332,George Lawrence,3.237829972,17.63195893,0,2,0,0,0,0.29429415,0,0,26,United States,1,Engineering,2,Club/Intramural,0,0,1,1,0
333,Douglas Sule,2.869760131,35.95971753,1,3,0,0,1,0.572582325,0,0,31,United States,1,Engineering,3,None,0,0,2,1,0
334,Alyssa Bossler,1.948119034,9.179269229,0,0,0,0,3,0.509064061,0,1,21,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,2
335,Constance James,3.430402383,24.28210354,2,0,0,0,2,0.826730003,0,1,21,United States,1,Quantitative,1,None,0,0,1,1,1
336,Christopher Snell,2.67773975,62.06359488,2,2,0,0,3,0.711209707,0,0,24,Canada,1,Sciences,2,None,0,0,1,1,0
337,Gail Mooneyhan,3.274976355,41.06486596,2,3,0,0,4,0.803088296,0,1,21,United States,0,None,0,None,0,0,2,1,1
338,Jose Warner,3.057088272,49.49065663,2,4,0,0,5,0.005906747,1,0,22,United States,1,Sciences,1,None,0,0,0,1,2
339,Jeremiah Schwipps,3.354061661,38.5779563,1,1,0,0,5,0.661173132,1,0,28,United States,1,Quantitative,3,None,0,0,1,1,1
340,Evangeline Smith,2.887731416,24.39860979,0,1,0,0,4,0.869551408,0,1,25,United States,1,Engineering,2,Club/Intramural,0,0,0,1,1
341,Alton Helzer,2.67126381,19.20297415,1,0,0,0,5,0.515931439,0,0,25,United States,2,Quantitative,2,None,0,0,1,1,2
342,Tabatha Glisson,2.633537647,9.643664759,1,0,0,0,3,0.455906174,3,1,23,United States,1,Engineering,1,None,0,0,1,1,1
343,Donald Tweed,3.310618315,8.076448159,2,4,0,0,4,0.318662767,0,0,22,United States,1,Engineering,1,Club/Intramural,0,0,2,1,1
344,Daniel Smith,3.26842054,1.242713875,1,4,0,0,1,0.867616528,0,0,24,United States,1,Engineering,1,Club/Intramural,0,0,1,1,0
345,Andre Molina,3.217272751,95.67854811,1,4,0,0,1,0.552099497,0,0,24,United States,1,Sciences,3,None,0,0,0,1,1
346,Ralph Spink,3.12160221,0.846327721,2,4,0,0,1,0.566728717,0,0,27,United States,1,Humanities,3,None,1,1,1,1,1
347,Donald Larkin,2.846579263,72.68862711,2,2,0,0,4,0.832939049,1,0,24,United States,1,Humanities,2,Club/Intramural,0,0,2,1,1
348,Alfred Freeman,3.614559957,105.2599672,2,1,0,0,3,1.007078623,0,0,22,China,1,Quantitative,3,None,0,0,1,1,0
349,Donald Whitney,2.630914566,52.82244312,2,4,0,0,5,0.268511025,0,0,22,United States,1,Quantitative,2,None,0,0,2,1,2
350,Athena Jensen,3.992073493,2.231060375,2,2,0,0,5,0.989509197,0,1,23,United States,1,Engineering,2,None,0,0,0,1,2
351,Brian Rufenacht,3.692442689,59.25954474,0,1,0,0,5,0.878049385,0,0,24,United States,1,Sciences,2,None,0,0,1,1,2
352,Al Gellings,3.419734987,12.13098651,1,3,0,0,4,0.862764349,1,0,24,India,1,Engineering,2,None,0,0,0,1,1
353,Larry Samford,3.677811732,22.21077226,1,3,1,0,5,0.411564221,0,0,24,United States,1,Humanities,1,None,0,0,0,1,0
354,Brian Saunders,2.913673712,45.47551489,2,0,0,0,1,0.639680834,2,0,28,Mexico,1,Humanities,2,None,0,0,1,1,1
355,Joshua Parsley,2.394061496,17.74216688,2,3,0,0,1,1.003319703,2,0,32,United States,1,Humanities,2,Club/Intramural,0,0,0,1,2
356,Julio Medina,3.331918032,25.80837146,1,3,0,0,5,0.922241851,0,0,27,United States,1,Sciences,1,Club/Intramural,0,0,0,1,1
357,George Sunderland,3.147066867,34.11292183,1,3,0,0,2,0.467644994,0,0,28,United States,1,Engineering,1,None,0,0,1,1,1
358,Jose Barr,3.368396631,38.91773073,0,1,0,0,6,0.688393206,0,0,26,United States,1,Humanities,1,Club/Intramural,0,0,1,1,2
359,Paul Wiggins,3.489393351,36.70737483,1,4,0,0,1,0.434149719,0,0,26,United States,1,Quantitative,2,Club/Intramural,0,0,0,1,0
360,Abe Spada,3.946465644,69.91649339,0,4,0,0,2,-0.020660128,2,0,27,Canada,1,Quantitative,1,Club/Intramural,0,0,0,1,0
361,Kevin Costello,3.643840556,19.54978557,1,1,0,0,4,0.630759312,0,0,31,United States,1,Humanities,2,None,0,0,1,1,2
362,Kevin Brewer,3.698621249,40.49003347,1,4,0,0,4,0.839421063,0,0,24,United States,1,Sciences,1,Club/Intramural,0,0,2,1,1
363,Tasha Pellerin,3.208787224,12.39639345,1,0,0,0,3,0.595309738,1,1,22,United States,1,Humanities,1,None,0,0,0,1,2
364,William Benton,2.662295367,86.29772655,0,0,0,0,4,0.372917043,0,0,24,China,1,Quantitative,1,None,0,0,1,1,1
365,Edward Coachman,2.641567082,9.701398551,0,1,0,0,2,0.886043261,3,0,21,United States,1,Sciences,1,None,0,0,2,1,2
366,Dorothy Terry,3.423496276,49.80675365,1,4,0,0,1,0.611473512,0,1,29,United States,1,Engineering,3,None,0,0,1,1,0
367,Treva Seddon,2.739574434,58.04361121,1,4,0,0,4,0.131593577,0,1,29,United States,1,Quantitative,1,NCAA/Professional,0,0,1,1,0
368,Mika Couch,1.840891331,51.96981352,1,2,0,0,5,0.887672636,0,1,32,United States,1,Humanities,2,Club/Intramural,0,0,1,1,0
369,Patti Green,4.115453553,45.00121385,0,4,0,0,3,0.624365795,0,1,25,India,1,Engineering,2,Club/Intramural,0,0,2,1,1
370,Carla Snider,4.160198325,24.31432,0,0,0,0,4,0.308363991,1,1,25,United States,1,Engineering,3,None,0,0,1,1,1
371,Felipe Doctor,3.485517337,60.55612795,0,3,0,0,6,0.548033188,2,0,26,United States,1,Humanities,1,None,0,0,0,1,1
372,Steven Werner,2.613572277,8.062020928,1,2,0,0,2,0.442701781,0,0,32,United States,1,Quantitative,1,None,0,0,0,1,1
373,Anthony Bernet,3.665119239,103.9567326,1,4,0,0,3,0.712665749,4,0,23,United States,1,Sciences,3,None,1,1,2,1,2
374,Kenneth Woodward,3.821074758,61.9409979,0,3,0,0,3,0.698290357,1,0,28,United States,1,Engineering,2,Club/Intramural,0,0,2,1,2
375,Dawn Adams,3.432627298,4.333061609,2,3,0,0,4,0.924384539,0,1,29,United States,1,Sciences,3,Club/Intramural,0,0,1,1,1
376,Donald Moore,2.766911181,48.45440587,0,2,0,0,6,0.795584917,0,0,25,United States,1,Sciences,2,None,0,0,0,1,0
377,Michael Kramarczyk,2.965601372,64.41888315,1,1,0,0,4,0.648258834,0,0,23,United States,1,Sciences,1,None,0,0,1,1,2
